review,rating
"Since finishing Summoned I have been telling everyone I know to read this. Fast-paced, action-packed, Dim is soooooo hott and I like Syd even though I'm crazy jealous Syd is her boyfriend and not mine. I have never fangirled about ANYTHING. Until now. I have never had a book-boyfriend. Until now. I love books, but I have never been in love with a book. Until now. I feel bad for any book I try to read after this one. Summoned leaves some pretty big shoes to fill. I stayed up all night reading then spent all day regretting that the book was done, so I've already started reading it a second time and all I can say is I wish there were a thousand books like this one but maybe one of the things that made is special is that there is nothing else out there like this! Rainy Kaye's take on genies and the whole master bond thing is BRILLIANT. Prepare for knock off fiction. People are going to try - and fail - to duplicate this amazing book. I'm hooked for life. Add me to the list of people tweeting that they've been Summoned. Read it and you'll see. It's Summoning you now. ""Buy me"" it says. You won't be disappointed.Five stars isn't enough. Need all the stars in the galaxy for this one.",5.0
"Mira and Erik are happy. Or at least that&#8217;s what Erik thought. But one day he finds Mira gone. Just like that. No explanation, no note, nothing. She has simply vanished from his life. After thirteen months Erik manages to track her down. But something has changed. The Mira he used to know is no more. She has a secret and she has hidden it from Erik for a reason.Erik weasels his way into Mira&#8217;s life again and slowly, layer by layer, they will figure out what is really going on around them.This story was quite gripping from the start. Surprising and full of twists and turns that kept me turning the page after page. The characters were awesome, especially Erik. Sure, he is a douche. And some of his macho moves made me wanna scream. The more I read the less I liked him. That said, in my opinion if a story awakes this many emotional reactions as this one did, it has filled its purpose.The author has definitely created an interesting story line and developed the characters well, so add a hint of old legend to it and voila, the reader is sold.Excellent job!",5.0
Just started it at 2 this evening and finishing at 4 can't wait for part 2 hurry with it can't hardly wait,5.0
"The author seems to know what she's talking about but I'm afraid I found the book very difficult to approach. To start with, not having a table of contents made it hard for me to navigate the content. It also meant I didn't have any idea what to expect. After all, it's not like a physical book where it's easy to flick through - it takes time to scroll through each page. There were also some strange dashes and formatting issues. Look, I seriously thought about giving it a lower rating, but I'm going to give it the benefit of the doubt and try and persist despite the fact that it's not easy to read. I truly wish the author had spent more time making this vital information more accessible.",3.0
what a great bear shifter story! I can't wait for the next in the series. Its nice to see a new bear shifter tale. I like that the leading lady is average and has her share of hang-ups like most of us real women;) I thought the price was fair. Would have liked more about all the characters. Over all very good.,4.0
"(((Drum Roll))) The answer is an anthology with lots of Cinderella stories and related information. What a great value with 29 stories for all ages, including illustrated works. I'm supposedly knowledgeable about on this genre... well, I do know quite a bit about it. (said in a squeaky Monty Python voice) This download truly lives up to it's name as: ""The Ultimate Collection"".",5.0
Ms. Hall's writing is sharp and clean. She writes an intriguing short romantic suspense (which isn't easy to do) and within it she intertwines an inspirational of faith and trust. Very well done! A great short read.,5.0
This was one of the first free books I downloaded to my kindle and wow...it was so good I would have paid for it! A fantastic sexy little book about a girl doing what she needs to do to make a living and trying to keep herself OUT of the public radar. It was really very sweet and romantic in parts and then down and dirty... hot and sexy in others...LOVED it!**5** steamy stars =),5.0
"That's two down and one to go..  I'm looking forward to read book three. There is little doubt that book three will be as exciting, if not more so than the first two. I'LL be sure and mention these books to my friends again. Great stuff ! ! !  I can't see how anyone could give these books less than FIVE STARS.",5.0
"I'm getting to a point where I'm actively going to stop buying series unless it's clearly sold as a standalone trilogy OR each book in the a series can also function as a complete stand-alone.  I've enjoyed this series overall but it seriously gets my goat when I've finished book 7.5 in a series (yes THIS series) and the tale is still not resolved.  It makes me realise that the author is just milking me for every cent they can because they think I'm enjoying the series and will potentially keep buying books into perpetuity as long as they don't resolve the story....Perhaps I'm being too harsh but it leaves really a bitter taste for me when I've read book 7.5 (at least the author had the decency to be too embarrassed to call it book 8 in an unresolved plot) and now have to wait for the author to finish writing the next book.  It tells me she's going to keep stringing me along as much as she possibly can.  If she had resolved it in a standalone trilogy and then released another standalone trilogy with the same characters at a different place in their lives I would feel less exploited and far more inclined to support the author's future work.As it is I can say with absolute certainty that Addison Moore will not see another cent from me.  Heck in some of the books in this series virtually nothing even happened!  I was clearly caught in a trap for beginners by this author but rest assured, it won't happen again.  Not only will Addison  Moore not see another cent from me but in future I will always be weary of buying series of books anything other than standalone trilogies from ANY author.  Now that I have learnt that there are some authors here on Amazon who are just out to &#34;stick it&#34; to their readers I will be far more weary even if they get good ratings.  Addison Moore gets one star for teaching me a valuable lesson.",1.0
"All essential types of juices are stated. It describes well all the things that we need to look for a good juicer. Health benefits of drinking fresh vegetables and fruit juices are very well explained. It also gives the strategies on how to make natural system cleansers/detoxification drinks,naturally high vitamin power drinks,weight loss drinks that melt away pounds and them all taste good.",5.0
"In this cute, short story you will find two madly in love men, Ronin & Maverick.  It is the kind of love that all dream of for themselves.  Soul mates.  We get to sneak a peek at their discovery of each other and we get to watch the adorable scene that brought them together. We get a point of view from both of them and it is so amazing to feel the emotion from both sides. We also get to watch Ronin and Mav their rediscovery of each other.  When tragedy hits this strong love where will Ronin go with himself?  Will Mav be able to get passed the block that helps him get to where he should be?I immediately took a liking to this story from page one.  Author Sandrine Gasq-Dion starts with emotions that pull at your heart strings and brings you into the character and makes you feel sadness and loss right along with him.  She delicately continues to play with your heart strings as we continue on this short journey of two soul mates.  I love the charm she filled the pages with and the support of the families. I also adore when an author can write something this short and make it feel complete. Job well done Sandrine! I hope there are more works as I'm very interested now in your writing! If you like true love romances with a little spin on the spiritual world making an appearance to fix a mistake then this book is just right for you! I give this book my thumbs up!",4.0
"Doubles is your usual abducted cheerleader type, chained up in a basement with a torturer driven by a hate for his own mother torturing and assaulting her for his own sick reasons novel. However it reads like a movie that is deliberately leaving stuff up to its audience's imagination rather than having you experience those events through the victim's eyes so it can get a PG rating.  We've also got a quarterback strung up down in the basement who really seems to have no real purpose other than to communicate with Cameron in between her being dragged upstairs so we know what happened and provide some back story on how evil, the abductor has been so far to previous girls.Doubles is certainly no William Malmborg'sJimmy, or J.F. Gonzalez'sSurvivorand those type of books where you actually experience what the victim does and really live their fear as the torture happens to them through experiencing each scene along with them.  The other main problem with this one is that it is told as a flashback, so we know Cameron obviously survives and she also reminds us it is a flashback a few times.  Part of the thrill of better thrillers is not knowing if the person telling the story will survive, escape, whatever.  Simonson should have told this as a real time reading experience, especially for Cameron's point of view.  We still could have had read some of it through the abductor's eyes, other victims, twin sister and FBI agent too.  But flashback style doesn't work with this one, the only reason to use this style is if your going to graphically remember the scenes but since each scene just ends with something like being taken up stairs, then waking up later or being chained back up, there's no payoff for using that style.Cameron was an interesting and likeable character and one the reader will certainly root for to survive, which is what you need with this genre.  The villain was a bit underdeveloped and even though he keeps telling you he's really intelligent, it's obvious he's not.  The FBI agent was a bit too arrogant and constantly telling the reader he is better than your average person at observing things and other life aspects to enjoy reading through his eyes.",3.0
I really like this book.  It wasn't your normal everyday thriller.  I enjoyed the way Prescott rounded the characters and kept me on pins and needles about where this story was going to go.  I will read another one of his books.,4.0
"I don't mind reading a predictable story or characters, but I draw the line at this book. Took till half way through to get to the point of the story. Characters personalities were flat.  Kind of book you speed read through to see if it'll start getting better, but it never did.",1.0
"Caleb is a made prophet that would prefer fighting than making peace. He has never forgotten Lily who many years ago left him, to married someone else for duty. Caleb has waited many years, but now that Lily is on the market looking for passion again. He decides that he wasted enough time already, and that he is going to go after what he wants.Caleb is one of those sexy heroes to die for.Lily is a strong woman, who has finally decided that is her time to shine.This was a fast paced novel that kept me reading page after page. There was love, but also plenty of action as well as paranormal elements. Once again, Rebecca Zanetti proves why she is a NY and USA best seller. I don&#8217;t know how she does but she can create tales that are full of passion and mysteries to be remembered by her readers for many years to come.The ending was unexpected that left me with my mouth open.I highly recommend this novel, another winner, not to be missed.  I&#8217;ll give it 5 stars to TAMED.",5.0
"I became a fan of Julie Hyzy with her White House Chef Mysteries.  I branched out to the Alex St. James series and have enjoyed them as well.  In this book, we meet another likeable hero, Ron Shade (a character written by Michael Black) who teams up with Hyzy's  Alex St. James.  This made for an enjoyable read.",4.0
This is truly a great book for children. Both my nephew and niece read this book together and they both enjoyed the illustration and the story.There's definitely some good stuff the children will learn in this book.,5.0
"While this is not a light summer read, I found it very interesting and clarified some traditional, but incorrect, history taught about the Mayflower voyage, the first winter and the unsung heroes of the indigenous people.",4.0
H.T. is such a talented writer. I have throughly enjoyed these books. Josiah who is an up and coming vampire and then there is Tommy a born werewolf. Though they are the best of friends they never share their secrets of what they are tip it impossible to hide any longer.,4.0
"I used the ShopRite @Home ordering option. The staff was great. Called me to let me know that they didn't have as many of one item as I had requested, which was nice to know ahead of time. When I went to pick up the order, it was ready and I also got a free July 4th cake. Again, the staff was very helpful and friendly.",4.0
"Txema (pronounced Cheema) is your ordinary College Freshman enjoying the college life.  She has her handsome rich boyfriend, a loyal gal pal, and the gal pal's boyfriend to round out a nice social life.  She has a family she loves living in Virginia and a Grandmother who has secrets of her own.  Txema also has an odd birthmark on the left side of her neck.  What should be a carefree time in any young lady's life turns into a nightmare for Txema and all of those around her.  It starts with the brutal murder of another young woman very similar in appearance to Txema.  Soon there are more murders with each one coming closer to Txema.  Soon Txema is surrounded by civilized vampires ready to fight to the death to protect their precious rejuvenation source - her - as she is now the last of her kind.  The book takes the reader through the changes, the horrors, the new life, and eventually a new love interest.  Aiden spins a tale of fabulous sites, luxurious palaces, and the never ending thrill of the next place Txema will be whisked off to and who will come to her aid.The Vampires' Last Lover (Dying of the Dark #1)",5.0
"This was a great short story.....going to read part 2 right now, 5 &#127775;&#127775;&#127775;&#127775;&#127775; star book. Ill be reading all of Pinky Dior's books now:-)",5.0
"4.5 Stars!This is the second book in the White Sandy series and is a wonderful addition. I thoroughly enjoy reading about these sexy men and the women that tame them.Mary Beth is moving to a new place and a new life, taking a job as a local veterinarian near the reservation of White Sandy. She is leaving her current boyfriend, but then that is not unusual as she is following the same pattern of leaving as she has with the last five men. She never wants to lose control of her life so before she gets too involved she leaves.Jacob, a Lakota Indian who works at a nearby ranch wears a leather mask to hide his face. For the last three years his whole purpose in life is to hide and protect Kip, a seven year old albino child who watched her parents die and Jacob get injured. Many believe she is a holy person and will protect her with their lives as they feel she is still in danger.Buck McGillis, the owner of the ranch where Jacob works and who is Mary Beth's largest customer, is an evil man who Mary Beth ends up pissing off right away, I love that she is so outspoken, again to keep control in her life but she uses the snarky personally with ease.As summer gives way to fall, things heat up between Mary Beth and Jacob, and it is fun watching them move toward each other, and then back off just as fast. Yet no matter how they feel, there is one thing that they both agree on, they are baffled by several mysterious happenings around the area; Jacob's mustangs get sick and the slaughter of cattle near the reservation. And then to make things more complicated, everyone is in danger when Kip disappears, yet Jacob knows just where she is.I am so happy to return to White Sandy, the characters are so interesting and intriguing. This is the second book in the series and although we do revisit a story line from the first book of a mysterious poisoning and meet some of the same people, this can easily be read alone, but why would you want to as the first book is so good. The story starts slow as both Mary Beth and Jacob fall into a routine of work and watching each other from afar, yet it definitely picks up after one steamy afternoon during a storm, and as they deal with the aftermath, the emotions run deep.I love Jacob; he is so protective of those around him, Kip especially. Yet when he meets Mary Beth he immediately brings her into this protective shelter he has created. Even when he tries to stay away, he is always watching out for her. The chemistry between Jacob and Mary Beth sizzles and I love when she can't stay away even when she is mad. She is so outspoken that you never have to wonder what she thinks or feels and tells Jacob frequently.I enjoy seeing characters we have met before help Jacob and Mary Beth find answers to problems plaguing them, I especially enjoy seeing Nobody and hope to hear his story one day, and of course I am happy to see Madeline and Rebel anytime.The story catches you from the start as Ms. Anderson weaves a tale of mystery and Indian lore that surrounds the reservation. I am excited to see where this story is going; I love the White Sandy area and those that live there.Copy provided by author for an honest review",5.0
3.5 stars. Enjoyable read. Took me a little time to get use to the old language but wasn't difficult. I will probably try the next one in the series.,4.0
"I've read a lot of mma books, and this one was just OK for me.  Claire took Mason back really fast in the beginning.  When the story got to the ""climax"" I was disappointed.  The whole book your waiting for the climax and its over in one page.",3.0
"like I said before, wish it could last longer and include the remaking of a new world but keep a few zombies around",5.0
I like a good western book where the required sex scenes are not described in detailed.  A good book to read while riding the train or while at the public laundry place.,3.0
"Whether you're just getting into smoothies or you've been digging them for a while, this book can make a great addition to your library.Lots of great recipes for health, delicious, balanced smoothies that taste great, help you loose weight, increase energy, increase your metabolism, and overall live a healthier, longer, and happier life.I would recommend this book to anyone who likes smoothies or their health.",5.0
"DO NOT READ IF YOU HAVEN'T READ Killing Matt Cooper first!"". . . am I a unique and beautiful snowflake all my own?""Holy crap John Cassian is one dark, twisted amazing author!! When I read his first book Killing Matt Cooper I was a bit unsure at first, but by the end I was floored. After finishing book two I am speechless absolutely speechless. This is an amazing book and Mr. Cassian is a gifted author. I look forward to reading more of his works.""Evolution was trying to stamp me out because I liked to swim in the black pool of my own darkness.""An FBI agent in love with the serial killer she is assigned to capture, it's almost laughable but John Cassian makes it believable. We learn so much about the main character in this book and what attracted Kathleen to him ""There was something...pure about you. Something juvenile, but pure and single-minded and real. You seemed like such a normal guy, such a hard-working, misunderstood everyman, but with this...dark underbelly."" This book is full of OMG, WTF,  I did NOT see that coming and NO! moments that I stayed up all night just to finish it. All I can say now is Mr. Cassian HURRY UP and release Killing Miss Underwood! Before I'm tempted to do something rash. I HIGHLY recommend this book and I believe I have a favorite new author.  I give this book 5++ stars.",5.0
"Jenna & Rusty are great!  I loved it even when they weren't together because you just knew they would figure it out.  I'm not going to put a spoiler but OMG I went through a box of tissues!!!!  This is a great follow up for Rusty & Jenna and I'm glad it was shorter since we got so much of them getting together in the first book, it felt right to kind of wrap it up in this one.",5.0
"I'm not usually one for such weak heroines, but I actually enjoyed this and have a feeling that she will get stronger in future books. I can't wait to hear more about the relationship growing. I definitely will read a second installment to see where things go.",3.0
WOW is the only word to express my feelings about this book. Throughout the books I have loved Sabra fierceness and her love for Smoak. Everything that came out never affected their love for each other. Beautiful,5.0
"Never in a million years did I expect the ingenuity of Pulp Friction 2013. Four authors and a total of twenty books: Lee Brazil (Chances Are), Havan Fellows (Wicked's Way), Laura Harner (Triple Threat) and T.A. Webb (City Knight). 'Odd Man Out' is the culmination of all of these intertwined story lines and brings an end to these books. *sob* I can always re-read, thank goodness, for these books are all simply incredible.WOW. WOW. WOW. This was some story. I am, and forever will be, your friend.....oh, just kidding *snort*, I meant I forever will be in love with Wicked Quantavious Templeton. Havan, you're my personal goddess for having written him. The fact he got his butt chewed a lot throughout this story was just what he needed, especially by Archer. However, a huge portion of this story was about family and love and forgiveness, and watching Wick and the boys get their crap straightened out was wonderful.It was tough watching the one member of their team get taken and held, but I knew he was up to the task of figuring out who took him, why and how to use it against the jerk! It was hardest watching the brothers and their spouses trying so hard to be strong and look at every angle to figure out the who.Loved, loved, loved this finale! It was such a surprise to discover who the serial killer was - way to go guys on making it super intriguing. The very best part, though? The Christmas Eve get together and gift exchange. Beautiful. Thank you SO MUCH to Lee, Havan, Laura and Tom - y'all are the greatest. You write wonderful characters, you merge them all together seamlessly, and you write kick butt sex scenes. What more could a girl want?",5.0
"While the whole boss/employee scenario isn't a new one, I really enjoyed the intrigue surrounding Ceci's job at Leighton Enterprises.  While securing an internship at this prestigious firm, Ceci is desperately trying to find out information about her fathers murder.  However, she also finds herself falling for the sexy man who is her boss, Bentley Leighton.  What he doesn't know is that she's still in high school.  Eek!  Will he find out her secrets?  Will she find the answers she's looking for?  Looking forward to reading volume 2 to get some of those answers!",4.0
"During his engagement party to Jessica, Jonathan is pushed into the hands of a hypnotist by four of his sisters. Their intentions are good. They only wished for him to relax and enjoy himself. Being around his father was difficult. It dragged to many bad memories. Memories of Rachel and the day she died. But as the man counted backwards from ten, memories that had been forgotten flooded his mind and what he remembered floored him. A new twist in our favorite characters' story also comes to light.",3.0
"The Black is one of those writer's who gets into the minds of his characters. He allows you to identify with the emotions they're feeling and allows you to be able to relate to the circumstances they find themselves in. They say a person who understands another's wants, needs, and desires is a treasure indeed. Well, when it comes to an author who has those very same traits, you get a book that holds your attention to the very end and has you empathizing with the characters every step of the way. You get The Black. You get ELLE! I've never been disappointed once with The Black's books or his works. So strap yourself in and get ready for a literary ride that will leave you thinking about this book days after you've turned the last page. Kudos to you The Black!",5.0
"The Fall is the sequel to The Rush, and it picks up right where The Rush ended. There was a lot of character development in the beginning of the book, and it lead up to an amazing plot with many twists and turns, and an unexpected ending.The Fall is a beautiful love story about a girl (Ivy) who doesn't think she deserves a real relationship. She unexpectedly falls in love with Ryder Sutton, who sweeps her off her feet. There is one problem though, Nix believes Ivy belongs to him. Ryder is protective and caring, Ivy is scared, and Nix is confident and controlling. If you throw in a Mother who seemingly doesn't care you have a recipe for disaster.I absolutely fell in love with Ivy. She is strong, beautiful and brave. I also fell in love with Ivy and Ryder's love. They are perfect together. I will anxiously await the release of The Heart.",5.0
"Jama has agreed to watch her brother's dog, Duke, while he and his wife, Keely (fromThe Good Luck Charm (The Good Luck Series), which I have not read) enjoy their honeymoon. Before she takes on her first day of pet-sitting she's visited by a family friend named Lucinda who gives her a good luck charm that she insists will point her towards her soul-mate. Jama isn't superstitious, but takes and wears the charm anyway. Since Jama has zero experience with dogs, she overreacts when she thinks Duke might be sick and calls Duke's vet, the adorable Kyle Landers. When the charm starts acting strange, will Jama be able to let go of her past relationship and give Kyle a fighting chance?This is adorable, it's very sweet and there are no ""misunderstandings"" or ""problems"" that are commonly associated with romance novels. This is just easy, simple, non-convoluted reading. It's not perfect by any means, but sometimes a simple read is just a relief. It is predictable, and it is wrapped up (read: rushed) much too quickly at the end, but it's also endearing with characters that I found likable and pleasant. I'd recommend this for a nice, relaxing afternoon read.*This is a clean romance, just kissing...no naughty bits.",4.0
{my thoughts} - This book takes place seven years after the first. It is mainly focused around them walling themselves off from the rest of the world. They are doing this as an attempt to save those within their small community. The majority of the book is about Hannah and Justin's wedding. They decide to get married since they already knew that they were predestined to be together based on Hannah's visions. This way they can distract the individuals within their community from worrying about what they are about to be going through with and from being sick with fear over the entire ordeal. The distraction plays a key role up until the last chapter in which the pandemic officially begins. Hannah's visions become more real to their community then they had ever been before.{reason for reading} - I had read the first book and fallen in love with the story line.  I am looking forward to reading the next book in this series.,5.0
"Did someone say its shower time? whoa, this book is hot hot hot! the Brie series is awesome. I loved it!",5.0
"I'm giving this story 5 stars because from the moment I started reading it I couldn't stop. I admit that I'm a HUGE sci fi fan, so that was a definite draw for me, but it was the interactions between the characters that I really loved. I'm a little bit disappointed that this story ended on a cliff hanger and I really hope there is a sequel either already written, or at least, coming soon. I NEED to know how it ends!! I'd recommend this to lovers of sci if and m/m romance. ENJOY",5.0
"I read this book thinking it was the first of a series.  I thought it was very good and intended to read more by these authors.I then discovered that Dead on Demand was in fact the first, but after checking the reviews and references to excess violence, etc., decided not to bother with that one.",4.0
"Paul the Navy SEAL in the story is The First Class Hero and like men and women in our military and their supporting families, we all need to be aware of the service they give. Paul the fictional SEAL is a nice man that is ready to leave the SEAL's and settle down. He meets Nichole 'Nic' on a cruise and looks her up on his next leave and they rest of the story is how he wins his reluctant bride. First Class Hero is a romance about a military hero and I recommend it to anyone interested in this type of story.",5.0
"IF YOU WANT TO READ YOUR BIBLE AND UNDERSTAND IT IN TODAY'S MODERN ENGLISH, THIS IS THE BOOK FOR YOU. YOU WILL UNDERSTAND THE WHYS OF DEUTERONMY AND NUMBERS . THE REASONS WHY GOD WANTS THINGS DONE HIS WAY.",5.0
"My boyfriend and I needed a quick bite and wanted some solid pizza. We were not disappointed. This place was so good. The pizza slices are HUGE and they put so much toppings on speciality slices you will not be disappointed. Oh and the mozz sticks are perfect !!! I recommend x10 for some solid pizza etc in philly, cute little place, love the local feels.",4.0
"I didn't like the beginning (for selfish reasons, not because of the story or writing) When people insult her man Dayton is all up in that, I think she is just as territorial as he is maybe even worse...not sure yet, ""Condemn me all you want silently, Amber, but don't say it out loud. Out of everyone involved, Marcas has always been the most honest. He has the most to lose, and he was willing to sacrifice everything for me."" Oh Marcas I really have fallen in love with you:""I plan to start a war in Hell,"" he said.""That's the sexiest thing I think I've ever heard you say,"" I whispered.I really can't stop saying how much hunky, Marcas has changed, ""you fall, I fall."" By the way I was VERY pleased with the ending!",5.0
"In a class I was taking an instructor informed us that many look but don't see.  How true. In this book you are being instructed in how to not only look but to see. You look with an open mind, you look for the unexpected, and not just what you think is there. The life in your back yard can be emence and so interesting.  At the same time you are being instructed by the bug photographer lady you will learn some history, some botany, some anthropology, some mythology.  She manager to inform us of so much. The jungle in your back yard can be so interesting if you but look for it with open eyes.",5.0
Good for a short story but some of the scenes moved a bit too fast for my liking. I'm glad they were happy but this I not a book I feel inclined to reread. It's a good one night stand but that's about it.,4.0
"I love bright colors on my kindle cases.  My Kindles generally stay in the last case they were in until the next great case comes along.  The color on these cases actually has me changing them between the cyan and the purple pretty regularly.This Hive case is flexible enough to get on the Kindle Fire easily, but doesn&#8217;t feel loose in any way.  I like the texture to it, as well.  Having textures on the edges makes it easy to hold on to, and even to find when it is stuck someplace, like a dark, dark purse.Another nice part of this case is the rubberized edge.  It doesn&#8217;t slide very easily when you are in a moving vehicle.  The hard plastic is sort of indented so the rubberized edges catch what it is sitting on.This is a very nice case.  I would not put it on one of the children&#8217;s Kindle Fires though.  While I haven&#8217;t actually dropped it, it doesn&#8217;t feel like very strong protection.  I see that it says it is especially suited for the occasional accident but I would think the combination soft rubber and hard case would cause more trouble.  Live and learn.",4.0
"I am a huge fan of Jean Brashear's Texas Heroes series, and out of all the books this is the one I have been looking forward to the most, and I loved it.It was great to finally get to meet Jackson.  He was mentioned in other books as the mysterious brother/best friend/lover, but we never got to meet him and find out why he left Sweetgrass and disappeared without a trace. It was great to finally hear his side of the story.I hope we get to read many more stories about Jean Brashear's Texas Heroes.",5.0
"Well, I'm surprised by how much I enjoyed this book!  When I read the synopsis, I knew it was a hit or miss.  Either I wasn't going to be able to finish it or I was going to thoroughly enjoy it - there would be no middle.Naomi Grim is just that - she's a Grim (what we'd call a Grim Reaper).  Her job is simple - collect lifestones from humans after they die.  These lifestones are not only worth money but add years onto her life.She's not a normal Grim however, she feels for the humans that die.  She asks questions that normal Grim's don't even care to think about let alone ask.When she's given a very important assignment, along with her brothers, best friend, and her brother she's both excited and nervous.They are to live among human teenagers in order to collect lifestones after a school bombing/shooting.Will she be able to stick to her roots and simply hang out in the background until it's time to collect or will her personality and heart intervene?There is so much to this story - it is so much more than Naomi's ability, or lack thereof, when it comes to her calling.  This is a story about familial obligations, sense of self, sense of community but more importantly, this is a story of not only finding out who you are but following through with what you know to be right.I am glad I read this when I did, I don't have to wait to start book 2!  I'll be starting on that one ASAP so I can find out what is in store for Nowhere!4 stars for this one!",4.0
This is my favorite steakhouse in Sparks/Reno area.  A great hidden treasure.  Full of suprise and what a great dining experience.  So far a cut Above the rest of the areas steakhouses.,5.0
"A short, entertaining, touching, first contact story which takes place on Christmas Eve.  This is the first story that I have read from this author.",5.0
"Cesar was looking for love after he lost his first love brandy. He met Nina and instantly they feel in love. Great story, Porsche was a piece of work. Eventually Cesar choose his family and the rest is history.",4.0
Well what can I say but I love this magnetic cover because when I open the cover it comes on and my eBook is right there after I unlock the device.,5.0
"Each book is engaging and a great Read!I really enjoyed them, I look forward to reading more from this author.",5.0
Still digging this series. I loved getting things finalized with Red and Nicole and the author danced pretty nicely in to Kallie and Hunter. Bring it on.,4.0
I enjoyed the book and will probably read the rest of the series at some stage.  There was nothig about it to make me rave but I did enjoyr reading it.,3.0
"I loved this book. I cried, cheered, fumed, and giggled. I was a rollercoaster of emotions. I can't wait to read the next book in the series.",5.0
Very detailed about the benefits of coconut oil. Very specific and well broken down. Nice to know what the differences are in numerous types of coconut oil. Without a lot of technical crap-great recipes to try I plan to try some of the recipes for sure. I will definitely use it has a reference tool as well.,5.0
"Once again Taylor had me sad, happy, and totally spellbound! This book is every bit as good as the first one! But  Alexis still needs a good spanking! There are some very HOT HOT scenes! I can't wait to read the next book in this series.",5.0
"I just totally enjoyed this. Not much of a short story reader, but this came together nicely....very romantic and sexy!!! Can't wait to read more from Elizabeth!",5.0
I I joyed this short story. Felt it was well written and attention grabbing.  Happy that things worked out for Amanda and her &#34;Mail Order Husband.&#34;,5.0
"I honestly believe this is her BEST book yet. It is raw, emotional and real. Your heart breaks for Sadie as you fall in love with her. You will grieve right along with her. And Zander is irresistible. I laughed and I cried. Kudos J.L. Mac!",5.0
"Jaclyn's dead, murdered in the prime of her life, at the height of her career, but Jaclyn doesn't want to go to hell, which isn't what you think it is, so Jaclyn has a set amount of time to figure out what she missed in her life that kept her from going straight to heaven.Along comes Logan a fellow ghost who is dashing and helpful. He lives in Jaclyn's apartment building and is willing to help Jaclyn figure out what went wrong. The best place to start? Find her killer.Only nothing is as simple as it seems to be. Finding Jaclyn's killer is a complex process that requires creativity on the part of Logan and Jaclyn and the help of a photographer who can hear Jaclyn, Logan and other ghosts.I really enjoyed the way Ms. Vann approached her story. It was creative and new. Jaclyn's Ghost held my attention from the start and had me rooting for Jaclyn and Logan as they tried to discover what had happened to Jaclyn. Ms. Vann throws several interesting complications into the story line that keep the tension going. The story was well-developed and resonated with me,I would recommend Jaclyn's Ghost to anyone looking for an interesting paranormal/mystery read.",5.0
Wonderful characters and multi storylines. Strong women and stronger men combined with haunted past and a hurricane make this a can't put it down book.,5.0
Good conclusion to series.....ie Loose ends are tied up.  Characters mature throughout story addressing flaws/immaturity. I enjoyed it. Hate to see series end. Too bad twin brother died in first book.,4.0
"It's a given that when you read certain romance novels that you have to kind of suspend reality, which is great because books are kind of an escape. But at some point you just have to call BS and scream ""Come On!"" at the e-pages. This is one such time.I knew what the story was about when I downloaded it and I thought Alex was pretty enticing myself, for a night or two but no more. Based on everything I thought I knew about Carly she seemed to be a pretty together woman, which is why it is so surprising that she not only fell for, but willingly signed up for his crap, and crap is exactly what it was. It sounds as though I didn't like this story and really I didn't but that doesn't mean it isn't a story worth reading. Based on my disgust with both Carly and Alex I think its' safe to say that Emily Quinn did a good job writing them out. I'm sure she'd rather have me hate the characters rather than be indifferent.Like I said I knew how it'd end before I even began reading it, I just wish for the sake of women that Carly put up more than a cursory fight and put him in his place a little. But since that's not to be, I think there are plenty of people who will love this story.",3.0
"Another horror novella by DarkFuse. These books all have one thing in common: they're definitely quality work. Menace is no exception.Jane Marlow is a succesful model who, after a night of passion with a B-movie actor, finds herself pregnant with his child. She decides to make the most of it, and try to earn as much money as she can before she starts showing. When a mysterious modeling project lands in her mailbox, she doesn't hesitate. The project is for a book cover by a mystery and suspense author, and to complete it, she must travel to a remote house by the sea in northeast England.When Jane arrives at the house, she's immediately taken aback by its exterior, by the creepy vibe it gives off, and by the sullenness of the place. When she changes into her clothes for the photoshoot, and sees a bunch of children playing near the shore, she panicks at first, fearing for the kids' safety. But when she rushes downstairs, there's no one to be seen.After the shoot, she gets the proof of the cover in her mailbox, sent by the photographer, and to her surprise and horror, the kids show up in the background. She contacts the author, trying to figure out what's happening once and for all. But Jane has no idea what she signed up for when she accepted the job, and now something dark and menacing is growing inside her...This dark mystery with a ghostly tale woven in is a little disturbing, and a good read. The author manages to keep the atmosphere tense all the time. The ending was a tad bit dissapointing for me - the big reveal didn't seem like much of a reveal, and I found the entire explanation a bit lacking - but all in all, this was a very pleasant reading experience. What I perhaps enjoyed the most, are the atmosphere, and the subtleness of the horror.I received this book for free in exchange for an honest review.",4.0
"I love Jill Sanders' books. Taming Alex is no exception. Grant and Alex have a great story with a back story that I wasn't expecting. Good, fun, quick read...looking forward to Haley's story now!",4.0
"Gators is a staple in our band viewing and listening options. We recently visited and saw a new band called Flyte Band Tampa. They definitely made the night great. They played a fun mix of songs that you could dance to and did it well. We'd definitely come back to see them again. It's too bad that the food seems to be only fair. It used to be better but has been slipping on taste and quality as of late. I'm not saying it's bad but rather it has slipped to being simply ""bar fare"", perhaps it can rise again. We shall see.",3.0
"Great Service, and the atmosphere improves with each visit. 


Nothing too unique food wise, but a great hometown pizza shop selection. 

Sandwiches, pizza, and salads are phenomenal!

Would LOVE it if they delivered, as I live close by and they get very busy in the front portion by the regester",4.0
this Melissa Foster book is another good one in this series,5.0
